# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
969618:1028687:999152:[[1, -1, -1, 2, 0, -1, 1, 0, -2, 2, 1, -1, 0, -2]]:10:0.407271904509769:hat
999153:1058222:1028687:[[1, -1, 0, -1, 1, 1, 0, -2, 0, 0, 3, -1, -1, -1]]:10:0.367940424053800:hat
1028688:1087757:1058222:[[1, -1, 0, 0, 0, -1, 1, -1, 2, -1, 2, -2, 1, -2]]:10:0.392819643131493:hat
1058223:1235392:1146807:[[1, -1, 1, -2, 2, -3, 3, -3, 4, -3, 5, -6, 6, -13]]:11:0.482262957908623:hat
1146808:1323977:1235392:[[1, -1, 1, 0, 0, -1, 1, 0, -2, 3, -1, 1, -2, 4]]:11:0.566243066338974:hat
1235393:1412562:1323977:[[1, -1, 2, -2, 2, -3, 3, -3, 4, -3, 6, -7, 7, -13]]:11:0.521131023039743:hat
1323978:1855443:1589710:[[1, 0, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, 2, -4]]:12:0.899475340062118:hat
1589711:1609412:1599561:[[1, -3, 4, -4, 4, -3, 0, 4, -7, 9, -9, 5, 2, -10, 19]]:9:0.119043876752374:hat
1599562:1619263:1609412:[[1, -3, 4, -4, 5, -8, 12, -15, 15, -13, 13, -15, 14, -8, 4]]:9:0.119991454201427:hat
1609413:1629114:1619263:[[1, -3, 4, -4, 5, -6, 4, 0, -3, 6, -11, 17, -22, 24, -29]]:9:0.131631142991978:hat
1619264:1638965:1629114:[[1, -3, 4, -4, 6, -11, 16, -20, 25, -30, 34, -40, 48, -54, 70]]:9:0.134487509668685:hat
1629115:1648816:1638965:[[1, -3, 4, -3, 0, 4, -8, 12, -14, 11, -2, -11, 25, -37, 53]]:9:0.127437673067939:hat
1638966:1698035:1668500:[[1, -3, 4, -3, 1, 2, -6, 10, -12, 9, 0, -12, 23, -28, 34]]:10:0.157886878719242:hat
1668501:1727570:1698035:[[1, -3, 4, -2, -3, 7, -5, -3, 10, -9, 1, 6, -6, 2, -1]]:10:0.151859960566840:hat
1698036:1757105:1727570:[[1, -3, 4, -2, -2, 5, -4, 0, 4, -4, 0, 4, -2, -4, 8]]:10:0.178100641745618:hat
1727571:1786640:1757105:[[1, -3, 4, -2, 0, -2, 5, -3, -3, 4, 1, -5, 3, 0, -1]]:10:0.195007252523569:hat
1757106:1816175:1786640:[[1, -3, 5, -7, 8, -6, 2, 2, -4, 2, 3, -8, 12, -13, 14]]:10:0.174165292627937:hat
1786641:1845710:1816175:[[1, -3, 5, -7, 10, -14, 18, -22, 27, -31, 32, -33, 35, -33, 35]]:10:0.190533942096773:hat
1816176:1875245:1845710:[[1, -3, 5, -6, 5, -2, -2, 6, -8, 6, 0, -7, 10, -5, -4]]:10:0.195903145024809:hat
1845711:1904780:1875245:[[1, -3, 5, -6, 6, -4, 0, 4, -7, 10, -11, 7, 0, -8, 17]]:10:0.221783132616029:hat
1875246:1934315:1904780:[[1, -3, 5, -5, 2, 2, -5, 5, -4, 3, -1, -2, 6, -7, 8]]:10:0.210561912657456:hat
1904781:1963850:1934315:[[1, -3, 5, -5, 3, -1, 2, -6, 10, -9, 2, 7, -10, 5, 1]]:10:0.236583915681781:hat
1934316:1993385:1963850:[[1, -3, 5, -5, 4, -3, 3, -3, 4, -4, 1, 6, -12, 15, -22]]:10:0.211205157254590:hat
1963851:2141020:2052435:[[1, -3, 6, -9, 10, -8, 4, 0, -2, 1, 1, 0, -6, 16, -29]]:11:0.264613655075544:hat
2052436:2111505:2081970:[[1, -2, 1, -1, 3, -2, -1, 1, -1, 5, -9, 9, -9, 13, -20]]:10:0.174872878434549:hat
2081971:2141040:2111505:[[1, -2, 1, 0, -1, 3, -2, -1, 2, -2, 0, 5, -8, 5, -1]]:10:0.177880634570522:hat
2111506:2170575:2141040:[[1, -2, 1, 0, 0, 2, -5, 5, -4, 3, 1, -7, 12, -15, 20]]:10:0.195596023930118:hat
2141041:2200110:2170575:[[1, -2, 1, 0, 2, -5, 4, 0, -1, -3, 4, 3, -9, 6, -1]]:10:0.208583760859301:hat
2170576:2229645:2200110:[[1, -2, 1, 1, -2, 0, 3, -1, -5, 7, -2, -5, 4, 4, -10]]:10:0.211306578959431:hat
2200111:2259180:2229645:[[1, -2, 1, 1, -1, -2, 5, -3, -3, 5, 0, -7, 8, 1, -13]]:10:0.241764582507622:hat
2229646:2288715:2259180:[[1, -2, 1, 1, 0, -3, 2, 2, -3, -1, 4, -3, 1, 1, -4]]:10:0.260184614374027:hat
2259181:2436350:2347765:[[1, -2, 2, -3, 5, -5, 6, -9, 10, -11, 15, -17, 18, -22, 31]]:11:0.276694123444032:hat
2347766:2406835:2377300:[[1, -2, 2, -2, 1, 2, -5, 5, -4, 3, 2, -6, 4, -2, 2]]:10:0.256837962860981:hat
2377301:2554470:2465885:[[1, -2, 2, -1, -1, 3, -2, -2, 7, -9, 4, 7, -16, 15, -13]]:11:0.324613443631727:hat
2465886:2643055:2554470:[[1, -2, 2, 0, -3, 5, -4, 0, 5, -7, 3, 4, -8, 6, -2]]:11:0.373022271898200:hat
2554471:2731640:2643055:[[1, -2, 3, -4, 3, 0, -4, 8, -10, 9, -3, -4, 9, -13, 17]]:11:0.354825014379632:hat
2643056:2820225:2731640:[[1, -2, 3, -3, 1, 2, -5, 5, -3, -1, 6, -8, 6, 1, -10]]:11:0.395640739388490:hat
2731641:2908810:2820225:[[1, -2, 3, -3, 4, -5, 5, -4, 2, -1, -1, 3, -5, 5, -5]]:11:0.349257663333941:hat
2820226:2997395:2908810:[[1, -1, -1, 1, 2, -2, -1, 1, 0, 0, 2, -2, -2, 4, -4]]:11:0.361317007808158:hat
2908811:3085980:2997395:[[1, -1, -1, 2, 0, -1, 1, 0, -2, 1, 4, -3, -2, 4, -7]]:11:0.408909761404251:hat
2997396:3174565:3085980:[[1, -1, 0, -1, 1, 1, 0, -2, 0, 0, 1, 2, -1, 0, -4]]:11:0.367568468626036:hat
3085981:3263150:3174565:[[1, -1, 0, 0, 0, -1, 1, -1, 2, -1, 0, 0, 2, -2, 1]]:11:0.391398657692726:hat
3174566:3706031:3440298:[[1, -1, 1, -2, 2, -3, 3, -3, 4, -3, 2, 0, -2, 2, -4]]:12:0.480265425767881:hat
3440299:3971764:3706031:[[1, -1, 1, 0, 0, -1, 1, 0, -2, 3, -3, 2, -2, 1, -1]]:12:0.569941505941961:hat
3706032:4237497:3971764:[[1, -1, 2, -2, 2, -3, 3, -3, 4, -3, 3, -3, 2, -3, 2]]:12:0.516604904126827:hat
3971765:5566114:4768939:[[1, 0, 0, 0, 0, -1, 1, 0, -1, -1, 1, -1, 1, 0, 1]]:13:0.911922593266565:hat
4768940:4828009:4798474:[[1, -3, 4, -4, 4, -3, 0, 4, -7, 9, -12, 16, -18, 16, -11, 8]]:10:0.118393556221135:hat
4798475:4857544:4828009:[[1, -3, 4, -4, 5, -8, 12, -16, 21, -27, 32, -36, 43, -54, 63, -83]]:10:0.122195387650508:hat
4828010:4887079:4857544:[[1, -3, 4, -4, 5, -6, 4, 0, -3, 5, -8, 13, -18, 20, -19, 22]]:10:0.131231935415140:hat
4857545:4916614:4887079:[[1, -3, 4, -4, 6, -11, 16, -20, 25, -31, 37, -45, 56, -66, 73, -97]]:10:0.134589033774533:hat
4887080:4946149:4916614:[[1, -3, 4, -3, 0, 4, -8, 12, -14, 10, 1, -16, 30, -36, 30, -26]]:10:0.127316332512087:hat
4916615:5093784:5005199:[[1, -3, 4, -3, 1, 2, -6, 10, -13, 14, -11, 4, 4, -11, 20, -35]]:11:0.158801059022131:hat
5005200:5182369:5093784:[[1, -3, 4, -2, -3, 7, -5, -3, 9, -4, -10, 20, -15, -1, 12, -16]]:11:0.152751966026483:hat
5093785:5270954:5182369:[[1, -3, 4, -2, -2, 5, -4, 0, 4, -5, 2, 4, -9, 9, -2, -7]]:11:0.180595980664659:hat
5182370:5359539:5270954:[[1, -3, 4, -2, 0, -3, 11, -17, 16, -11, 12, -24, 41, -49, 45, -52]]:11:0.192574550165945:hat
5270955:5330024:5300489:[[1, -3, 5, -7, 8, -9, 12, -16, 21, -27, 33, -38, 41, -43, 47, -65]]:10:0.147753344819944:hat
5300490:5477659:5389074:[[1, -3, 5, -7, 9, -11, 14, -18, 23, -29, 35, -40, 44, -48, 54, -74]]:11:0.177954293924429:hat
5389075:5566244:5477659:[[1, -3, 5, -7, 10, -13, 16, -20, 24, -25, 23, -20, 16, -8, -3, 11]]:11:0.202333167631240:hat
5477660:5654829:5566244:[[1, -3, 5, -6, 6, -7, 10, -13, 13, -11, 10, -11, 12, -10, 5, -2]]:11:0.196602148827762:hat
5566245:5743414:5654829:[[1, -3, 5, -6, 7, -9, 12, -16, 21, -27, 34, -43, 54, -67, 81, -113]]:11:0.229327135695022:hat
5654830:5831999:5743414:[[1, -3, 5, -5, 2, 3, -8, 12, -15, 16, -12, 3, 8, -18, 26, -38]]:11:0.236551652110213:hat
5743415:5920584:5831999:[[1, -3, 5, -5, 3, 1, -6, 9, -7, 1, 5, -8, 7, -3, 0, -1]]:11:0.224256933354729:hat
5832000:6009169:5920584:[[1, -3, 6, -10, 13, -14, 12, -7, -1, 11, -20, 27, -28, 20, -3, -16]]:11:0.205420604369989:hat
5920585:6452050:6186317:[[1, -3, 6, -9, 11, -13, 16, -20, 24, -25, 24, -24, 26, -29, 30, -37]]:12:0.269487236714522:hat
6186318:6363487:6274902:[[1, -2, 1, -1, 4, -6, 5, -6, 10, -11, 11, -14, 15, -13, 16, -28]]:11:0.172583092976070:hat
6274903:6452072:6363487:[[1, -2, 1, 0, 0, -1, 3, -2, 0, -2, 4, -2, -3, 6, -1, -7]]:11:0.178550856207184:hat
6363488:6540657:6452072:[[1, -2, 1, 0, 1, -2, 0, 3, -1, -3, 1, 3, -2, -2, 2, 2]]:11:0.198973681174999:hat
6452073:6629242:6540657:[[1, -2, 1, 0, 2, -4, 2, 1, 1, -5, 3, 1, 1, -6, 5, -1]]:11:0.228929592261472:hat
6540658:6717827:6629242:[[1, -2, 1, 1, -2, 1, 2, -5, 5, -2, -3, 7, -4, -4, 10, -14]]:11:0.225011121153325:hat
6629243:7160708:6894975:[[1, -2, 1, 2, -4, 3, 0, -3, 3, -1, 1, -2, -1, 6, -5, 1]]:12:0.276901857883906:hat
6894976:7426441:7160708:[[1, -2, 2, -2, 2, -3, 5, -4, 1, 1, -1, 0, -2, 6, -7, 8]]:12:0.270726501725037:hat
7160709:7692174:7426441:[[1, -2, 2, -1, 0, -1, 4, -7, 7, -4, 0, 1, 4, -12, 16, -19]]:12:0.313921373499436:hat
7426442:7957907:7692174:[[1, -2, 2, 0, -3, 6, -6, 1, 8, -16, 17, -7, -13, 32, -37, 38]]:12:0.359144172700458:hat
7692175:8223640:7957907:[[1, -2, 3, -4, 4, -4, 3, -3, 4, -6, 9, -10, 11, -10, 7, -7]]:12:0.338659240121398:hat
7957908:8489373:8223640:[[1, -2, 3, -3, 1, 3, -8, 11, -9, 2, 10, -21, 25, -19, 2, 14]]:12:0.425680702431093:hat
8223641:8755106:8489373:[[1, -2, 3, -3, 4, -5, 7, -7, 7, -5, 4, -1, -1, 5, -6, 5]]:12:0.365854660399412:hat
8489374:9020839:8755106:[[1, -1, -1, 1, 2, -1, -3, 2, 2, -2, -2, 4, 1, -6, 0, 8]]:12:0.379893930755252:hat
8755107:9286572:9020839:[[1, -1, -1, 2, 1, -4, 1, 6, -6, -3, 7, 2, -10, 5, 8, -19]]:12:0.422087149622514:hat
9020840:9552305:9286572:[[1, -1, 0, -1, 2, -2, 1, -1, 1, 1, -1, 2, -4, 5, -7, 10]]:12:0.355492491710687:hat
9286573:9818038:9552305:[[1, -1, 0, 0, 0, 0, -1, 1, 0, -1, 1, -1, 3, -3, 1, -1]]:12:0.402686874851451:hat
9552306:11146655:10349480:[[1, -1, 1, -2, 2, -2, 1, -1, 1, 1, -1, 2, -2, 1, -3, 4]]:13:0.496988330632847:hat
10349481:11943830:11146655:[[1, -1, 1, 0, 0, 0, -1, 1, 0, -1, 1, 0, 0, 1, -2, -1]]:13:0.557245881361636:hat
11146656:12741005:11943830:[[1, -1, 2, -2, 2, -2, 1, -1, 2, -3, 4, -6, 7, -8, 8, -8]]:13:0.557738499679146:hat
11943831:16726828:14335329:[[1, 0, 0, 0, 0, 0, -1, 1, 0, -1, 1, 0, 1, 0, 2, -7]]:14:0.937901139049492:hat
14335330:14512499:14423914:[[1, -3, 4, -4, 4, -3, 2, -4, 8, -10, 8, -3, -2, 3, 3, -14, 26]]:11:0.124019753298581:hat
14423915:14601084:14512499:[[1, -3, 4, -4, 5, -7, 7, -4, 1, 0, -2, 7, -12, 15, -16, 15, -17]]:11:0.122658407211600:hat
14512500:14689669:14601084:[[1, -3, 4, -4, 5, -6, 6, -8, 12, -15, 19, -26, 32, -36, 41, -47, 64]]:11:0.136972276079620:hat
14601085:14778254:14689669:[[1, -3, 4, -4, 6, -10, 11, -9, 11, -17, 18, -14, 15, -21, 22, -17, 17]]:11:0.137290071225746:hat
14689670:14866839:14778254:[[1, -3, 4, -3, 0, 4, -6, 4, 0, -2, 0, 5, -8, 4, 5, -11, 14]]:11:0.133541979067203:hat
14778255:15309720:15043987:[[1, -3, 4, -3, 2, -4, 9, -13, 12, -7, 4, -9, 20, -26, 19, -4, -7]]:12:0.151608400362768:hat
15043988:15575453:15309720:[[1, -3, 4, -2, -3, 8, -10, 8, -3, -4, 10, -11, 6, 0, 0, -6, 14]]:12:0.153559121232691:hat
15309721:15841186:15575453:[[1, -3, 4, -2, -2, 6, -8, 5, 4, -13, 13, -2, -13, 22, -17, -3, 25]]:12:0.187395000156780:hat
15575454:16106919:15841186:[[1, -3, 5, -7, 7, -4, 1, 2, -5, 6, -7, 7, -2, -5, 12, -15, 14]]:12:0.152631623656162:hat
15841187:16018356:15929771:[[1, -3, 5, -7, 8, -8, 7, -4, 0, 5, -9, 10, -8, 1, 9, -21, 37]]:11:0.149881209422908:hat
15929772:16461237:16195504:[[1, -3, 5, -7, 9, -10, 9, -6, 2, 4, -13, 22, -29, 35, -37, 32, -34]]:12:0.179281463487971:hat
16195505:16726970:16461237:[[1, -3, 5, -6, 4, 2, -10, 15, -12, -1, 20, -35, 35, -15, -19, 50, -79]]:12:0.180964741622719:hat
16461238:16992703:16726970:[[1, -3, 5, -6, 6, -6, 5, -2, -1, 1, 3, -9, 14, -17, 17, -14, 14]]:12:0.200160953189970:hat
16726971:17258436:16992703:[[1, -3, 5, -6, 7, -9, 13, -18, 22, -25, 29, -36, 46, -56, 63, -70, 95]]:12:0.220338436005693:hat
16992704:17524169:17258436:[[1, -3, 5, -5, 2, 3, -6, 3, 6, -15, 15, -3, -13, 18, -4, -21, 44]]:12:0.238726512462250:hat
17258437:17789902:17524169:[[1, -3, 5, -5, 3, 1, -5, 7, -6, 3, 0, -1, -1, 4, -8, 14, -25]]:12:0.214596565808763:hat
17524170:18055635:17789902:[[1, -3, 6, -10, 13, -14, 13, -10, 7, -7, 11, -17, 23, -26, 24, -20, 22]]:12:0.216602934925492:hat
17789903:19384252:18587077:[[1, -3, 6, -9, 11, -12, 11, -8, 4, 1, -6, 13, -22, 30, -35, 35, -43]]:13:0.270338338738829:hat
18587078:19118543:18852810:[[1, -2, 1, -1, 4, -6, 6, -8, 12, -14, 14, -17, 24, -29, 28, -26, 34]]:12:0.180379966056305:hat
18852811:19384276:19118543:[[1, -2, 1, 0, 0, 0, -1, 3, -2, 0, 0, -2, 5, -6, 4, -1, -1]]:12:0.179329398451987:hat
19118544:19650009:19384276:[[1, -2, 1, 0, 1, -2, 1, 2, -5, 5, -2, 2, -6, 7, -1, -6, 8]]:12:0.206992499755776:hat
19384277:19915742:19650009:[[1, -2, 1, 0, 2, -4, 3, -1, 2, -4, 3, -1, 1, -1, 0, 2, -5]]:12:0.238623910618328:hat
19650010:20181475:19915742:[[1, -2, 1, 1, -2, 2, -2, 0, 4, -6, 5, -2, -2, 6, -7, 4, -2]]:12:0.224669321822810:hat
19915743:21510092:20712917:[[1, -2, 1, 2, -4, 3, 1, -5, 4, 1, -4, 2, 2, -3, -1, 5, -7]]:13:0.286588376625357:hat
20712918:22307267:21510092:[[1, -2, 2, -2, 2, -2, 1, 2, -5, 6, -6, 5, -4, 1, 6, -11, 14]]:13:0.264661071253860:hat
21510093:23104442:22307267:[[1, -2, 2, -1, 0, 0, -1, 4, -7, 7, -3, -1, 2, -4, 10, -15, 19]]:13:0.317832786674538:hat
22307268:23901617:23104442:[[1, -2, 2, 0, -2, 1, 3, -7, 6, 0, -7, 8, -1, -10, 15, -7, -4]]:13:0.374442163312003:hat
23104443:24698792:23901617:[[1, -2, 3, -4, 4, -4, 3, 0, -4, 9, -13, 16, -18, 18, -14, 6, 1]]:13:0.357992819388626:hat
23901618:25495967:24698792:[[1, -2, 3, -3, 2, -2, 2, -3, 3, -2, 2, -3, 5, -6, 4, -3, 4]]:13:0.398559423812862:hat
24698793:26293142:25495967:[[1, -2, 3, -2, -1, 5, -8, 6, -1, -5, 7, -3, -3, 7, -1, -9, 17]]:13:0.387460652444057:hat
25495968:27090317:26293142:[[1, -1, -1, 2, -2, 1, 2, -2, 0, -3, 5, -1, -5, 11, -8, -5, 14]]:13:0.341641803965160:hat
26293143:27887492:27090317:[[1, -1, -1, 2, 1, -4, 2, 4, -5, -2, 7, -2, -5, 4, 1, -2, -1]]:13:0.425717622835251:hat
27090318:28684667:27887492:[[1, -1, 0, -1, 2, -2, 2, -3, 3, -2, 2, -3, 5, -3, 1, -3, 4]]:13:0.361814057384411:hat
27887493:29481842:28684667:[[1, -1, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, -1, 2, 1, -2, -1]]:13:0.413108507979949:hat
28684668:33467665:31076166:[[1, -1, 1, -2, 2, -2, 2, -3, 3, -2, 2, -2, 1, 1, 1, -1, -4]]:14:0.502672482907317:hat
31076167:35859164:33467665:[[1, -1, 1, 0, 0, 0, 0, -1, 2, -4, 4, -3, 0, 0, 1, -3, 7]]:14:0.569080695373011:hat
33467666:38250663:35859164:[[1, -1, 2, -2, 2, -2, 2, -3, 4, -6, 6, -6, 6, -5, 5, -6, 8]]:14:0.568017618672770:hat
35859165:50208102:43033633:[[1, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 1, 1, -1, -1]]:15:0.966456495568181:hat
43033634:43565099:43299366:[[1, -3, 4, -4, 4, -3, 2, -2, 0, 4, -6, 6, -5, 2, 0, 1, 0, -4]]:12:0.127344065281366:hat
43299367:43830832:43565099:[[1, -3, 4, -4, 5, -7, 8, -9, 12, -15, 16, -16, 17, -20, 23, -23, 23, -31]]:12:0.124632113076113:hat
43565100:44096565:43830832:[[1, -3, 4, -4, 5, -6, 6, -7, 10, -13, 14, -14, 14, -12, 10, -13, 19, -28]]:12:0.141998975963465:hat
43830833:44362298:44096565:[[1, -3, 4, -4, 6, -10, 11, -7, 3, -3, 3, 2, -8, 8, -2, -5, 11, -19]]:12:0.140763368751099:hat
44096566:44628031:44362298:[[1, -3, 4, -3, 0, 4, -6, 5, -2, -1, 2, -2, 3, -5, 7, -7, 3, 2]]:12:0.138611300544218:hat
44362299:44893764:44628031:[[1, -3, 4, -3, 1, 0, 0, -1, 4, -7, 8, -8, 9, -10, 9, -8, 9, -13]]:12:0.133963229869486:hat
44628032:45159497:44893764:[[1, -3, 4, -3, 1, 1, -2, 1, 2, -5, 6, -6, 7, -8, 8, -8, 8, -10]]:12:0.151254277785981:hat
44893765:46488114:45690939:[[1, -3, 4, -3, 3, -7, 13, -16, 14, -11, 15, -27, 37, -35, 25, -23, 38, -67]]:13:0.170485808438299:hat
45690940:47285289:46488114:[[1, -3, 4, -2, -2, 5, -6, 5, -2, -1, 2, -2, 3, -3, 1, -1, 5, -10]]:13:0.173190464246686:hat
46488115:48082464:47285289:[[1, -3, 4, -2, -1, 3, -5, 8, -7, -2, 14, -19, 15, -7, -4, 21, -36, 47]]:13:0.185880467845208:hat
47285290:47816755:47551022:[[1, -3, 5, -7, 7, -3, -4, 11, -15, 13, -2, -13, 25, -30, 22, -2, -20, 38]]:12:0.146580975517806:hat
47551023:48082488:47816755:[[1, -3, 5, -7, 8, -8, 8, -9, 12, -15, 16, -15, 12, -8, 5, -5, 8, -13]]:12:0.149846545457043:hat
47816756:49411105:48613930:[[1, -3, 5, -7, 9, -10, 10, -11, 14, -17, 18, -17, 14, -10, 8, -9, 13, -22]]:13:0.179720777102656:hat
48613931:50208280:49411105:[[1, -3, 5, -6, 4, 2, -10, 16, -15, 6, 8, -22, 29, -26, 15, -1, -12, 25]]:13:0.187382303437944:hat
49411106:51005455:50208280:[[1, -3, 5, -6, 6, -6, 6, -7, 10, -13, 14, -14, 16, -18, 16, -11, 6, -4]]:13:0.201880901503083:hat
50208281:51802630:51005455:[[1, -3, 5, -6, 7, -8, 7, -3, -2, 6, -8, 8, -6, 3, 1, -5, 8, -13]]:13:0.230009913394282:hat
51005456:52599805:51802630:[[1, -3, 5, -5, 2, 3, -6, 4, 3, -9, 8, 2, -15, 21, -13, -5, 21, -34]]:13:0.232784436291647:hat
51802631:53396980:52599805:[[1, -3, 5, -5, 3, 1, -5, 8, -9, 9, -7, 3, 3, -9, 14, -16, 15, -19]]:13:0.215317478812000:hat
52599806:54194155:53396980:[[1, -3, 6, -10, 13, -14, 13, -9, 4, 0, -1, -4, 15, -29, 42, -48, 44, -46]]:13:0.223083056248825:hat
53396981:58179978:55788479:[[1, -3, 6, -9, 11, -12, 12, -13, 17, -25, 34, -40, 41, -38, 34, -33, 38, -55]]:14:0.267368352360173:hat
55788480:57382829:56585654:[[1, -2, 1, -1, 4, -6, 6, -7, 10, -13, 15, -19, 24, -25, 28, -39, 48, -62]]:13:0.185536499173981:hat
